day_of_week,cust_id,demand_kg,service_time,x_coor,y_coor,window_start,window_end,service_start,service_end,distance_moved
1,C112,0.6,10,6.0077,11.5743,565.0,1079.0,644.5,654.5,56.1369
1,C214,1.6,10,6.2883,10.6562,510.0,690.0,655.65,665.65,57.0969
1,C056,4.4,7,5.0627,9.8748,510.0,690.0,667.4,674.4,58.5504
1,C057,0.7,5,3.2799,3.1025,510.0,690.0,682.8,687.8,65.5535
1,C288,3.3,10,5.623,2.8717,548.0,1080.0,690.63,700.63,67.9079
1,C148,3.2,10,7.6342,7.148,524.0,922.0,706.3,716.3,72.6335
1,C222,2.1,7,12.6586,20.8066,591.0,1171.0,733.76,740.76,87.1869
1,C252,2.4,7,16.129,-3.1138,443.0,970.0,769.77,776.77,111.3578
1,C184,2.8,7,9.002,-0.0723,596.0,1141.0,786.06,793.06,119.1066
1,C175,1.8,7,8.0491,-7.5785,810.0,1020.0,810.0,817.0,126.6731
1,C228,0.9,10,-0.3065,-8.7113,810.0,1020.0,827.12,837.12,135.1051
1,C247,0.8,5,-8.5793,-9.4468,810.0,1020.0,847.08,852.08,143.4106
1,C206,3.5,7,-10.5758,-9.8555,534.0,1047.0,854.53,861.53,145.4485
1,C179,3.9,5,-10.5865,-10.2709,441.0,928.0,862.03,867.03,145.864
1,C144,3.0,7,-11.166,-11.2371,479.0,977.0,868.38,875.38,146.9907
1,C150,0.6,10,-11.6822,-11.3408,810.0,1020.0,876.01,886.01,147.5172
1,C216,0.7,7,-12.0042,-11.3959,431.0,998.0,886.4,893.4,147.8439
1,C243,2.5,7,-12.4375,-11.4197,810.0,1020.0,893.93,900.93,148.2778
1,C152,1.0,5,-12.0247,-12.0217,810.0,1020.0,901.8,906.8,149.0077
1,C143,3.6,7,-10.4442,-11.2119,810.0,1020.0,908.93,915.93,150.7836
1,C005,1.2,7,-10.6578,-10.8014,474.0,921.0,916.49,923.49,151.2464
1,C107,3.3,7,-10.9717,-10.1462,432.0,963.0,924.36,931.36,151.9729
1,C059,1.6,7,-11.8689,-10.009,810.0,1020.0,932.45,939.45,152.8805
1,C291,0.7,7,-13.1168,-10.1962,810.0,1020.0,940.96,947.96,154.1424
1,C265,0.8,10,-12.6699,-9.4626,810.0,1020.0,948.99,958.99,155.0014
1,C081,4.4,7,-12.288,-9.8511,810.0,1020.0,959.65,966.65,155.5462
1,C030,4.5,7,-12.1035,-9.4763,810.0,1020.0,967.15,974.15,155.9639
1,C236,1.6,5,-11.4837,-9.6433,810.0,1020.0,974.92,979.92,156.6058
1,C115,2.5,5,-11.6168,-9.2273,810.0,1020.0,980.44,985.44,157.0426
1,C158,2.5,7,-12.6062,-7.902,810.0,1020.0,987.43,994.43,158.6965
1,C166,4.2,5,-13.7411,-7.6109,810.0,1020.0,995.83,1000.83,159.8681
1,C167,3.2,10,-11.4874,-8.0752,810.0,1020.0,1003.6,1013.6,162.1691
1,C154,1.0,5,-10.8722,-7.0695,810.0,1020.0,1015.01,1020.01,163.3481
1,C187,2.0,10,-11.0244,-8.5153,483.0,1025.0,1021.75,1031.75,164.8019
1,C052,1.4,5,-19.2282,7.7369,561.0,1067.0,1053.6,1058.6,183.0073
1,C032,4.9,10,-18.2891,7.93,532.0,1121.0,1059.75,1069.75,183.966
1,C075,2.1,10,-16.3267,7.1883,503.0,1102.0,1072.27,1082.27,186.0639
1,C049,4.6,5,-10.9468,-10.3843,1110.0,1290.0,1110.0,1115.0,204.4416
1,C099,3.3,5,-3.5558,-19.0211,1110.0,1290.0,1128.64,1133.64,215.8091
1,C266,2.2,7,1.2669,-18.1782,555.0,1142.0,1139.52,1146.52,220.7049
1,C173,3.4,7,3.5463,-14.1827,1110.0,1290.0,1152.04,1159.04,225.3049
1,C062,1.1,7,-10.8736,-10.2868,1110.0,1290.0,1176.96,1183.96,240.2418
1,C234,1.4,5,-10.8773,-10.1991,1110.0,1290.0,1184.07,1189.07,240.3296
1,C142,2.5,5,-13.183,-9.9102,1110.0,1290.0,1191.85,1196.85,242.6533
1,C120,1.8,7,-13.4448,-9.66,1110.0,1290.0,1197.29,1204.29,243.0155
1,C299,3.6,5,-15.0909,-10.4768,1110.0,1290.0,1206.49,1211.49,244.8531
1,C261,3.1,7,-13.2561,-8.8292,1110.0,1290.0,1214.45,1221.45,247.3191
1,C197,3.4,7,-11.8185,-9.104,1110.0,1290.0,1223.21,1230.21,248.7827
1,C108,1.6,7,-10.2142,-9.5555,1110.0,1290.0,1232.21,1239.21,250.4493
1,C202,2.1,7,-10.2355,-8.6392,1110.0,1290.0,1240.31,1247.31,251.3659
1,C132,4.2,5,-10.4882,-8.4245,1110.0,1290.0,1247.71,1252.71,251.6975
1,C209,4.3,5,-10.2695,-8.0837,1110.0,1290.0,1253.19,1258.19,252.1024
1,C189,2.0,10,-0.6508,-2.3801,1110.0,1290.0,1271.61,1281.61,263.285
1,C169,0.9,5,-0.2579,0.021,1110.0,1290.0,1284.53,1289.53,265.718
1,DEPOT_RETURN,0.0,0,0.0,0.0,,,1289.84,1289.84,265.9768
2,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
2,C161,1.3,5,-19.8333,4.6606,431.0,935.0,431.0,436.0,20.3735
2,C231,3.3,7,-11.9532,-10.0484,428.0,858.0,456.02,463.02,37.0604
2,C135,4.2,10,-11.8724,-11.308,438.0,809.0,464.54,474.54,38.3226
2,C100,2.3,5,-12.7824,-8.0829,435.0,975.0,478.56,483.56,41.6736
2,C102,3.0,5,-1.4733,8.7236,510.0,690.0,510.0,515.0,61.9308
2,C013,1.3,10,5.1232,10.6423,433.0,957.0,523.24,533.24,68.8007
2,C003,2.4,7,6.9787,10.1386,441.0,880.0,535.55,542.55,70.7233
2,C072,4.6,10,5.1588,12.872,510.0,690.0,546.49,556.49,74.0071
2,C147,1.3,5,8.3316,14.1095,496.0,926.0,560.58,565.58,77.4127
2,C156,4.8,5,8.9527,14.0732,510.0,690.0,566.32,571.32,78.0349
2,C130,4.0,7,13.3481,11.3896,510.0,690.0,577.5,584.5,83.1848
2,C002,0.6,5,9.7173,11.6111,510.0,690.0,588.87,593.87,86.8223
2,C141,3.9,10,9.0407,9.7416,459.0,889.0,596.26,606.26,88.8105
2,C245,2.8,7,7.578,9.262,510.0,690.0,608.1,615.1,90.3498
2,C015,2.0,5,7.9291,8.6077,531.0,914.0,615.99,620.99,91.0924
2,C186,4.4,7,15.7648,0.367,510.0,690.0,634.64,641.64,102.4637
2,C258,0.7,7,17.2824,-3.4315,593.0,989.0,646.55,653.55,106.5541
2,C201,4.6,5,8.0627,-2.5079,501.0,935.0,664.67,669.67,115.82
2,C008,4.2,10,2.1628,-5.4086,510.0,690.0,677.56,687.56,122.3944
2,C246,2.3,10,-0.8735,-19.5556,516.0,991.0,704.92,714.92,136.8636
2,C110,2.3,10,-9.238,-9.9958,566.0,985.0,730.16,740.16,149.5661
2,C068,2.8,7,-11.0334,-10.3387,523.0,959.0,742.36,749.36,151.394
2,C217,2.0,7,-12.3819,-9.328,538.0,957.0,751.38,758.38,153.0792
2,C274,1.0,7,-14.2443,-8.2501,557.0,1000.0,760.96,767.96,155.231
2,C176,0.9,7,-13.4325,-7.3692,510.0,938.0,769.4,776.4,156.4289
2,C198,3.7,7,-7.6195,-5.3429,537.0,924.0,783.79,790.79,162.585
2,C162,3.6,7,-13.0998,-15.4298,810.0,1020.0,810.0,817.0,174.0645
2,C119,2.0,7,-9.9679,-14.172,810.0,1020.0,821.05,828.05,177.4395
2,C060,2.6,5,-12.1589,-12.3809,810.0,1020.0,831.45,836.45,180.2695
2,C069,4.2,5,-13.3247,-10.0755,810.0,1020.0,839.55,844.55,182.8529
2,C229,3.5,10,-13.0658,-10.0492,810.0,1020.0,844.86,854.86,183.1131
2,C054,2.8,10,-9.9937,-9.8554,810.0,1020.0,858.55,868.55,186.1913
2,C203,3.0,5,-11.4706,-7.8376,810.0,1020.0,871.55,876.55,188.6919
2,C063,4.3,10,-14.224,-5.8097,810.0,1020.0,880.66,890.66,192.1114
2,C269,2.5,7,-8.7676,-6.5765,810.0,1020.0,897.27,904.27,197.6215
2,C073,1.1,7,-14.6252,3.674,810.0,1020.0,918.44,925.44,209.4276
2,C039,4.4,5,-18.1765,6.0882,810.0,1020.0,930.59,935.59,213.7218
2,C260,4.3,7,-18.9388,6.4093,810.0,1020.0,936.58,943.58,214.5489
2,C238,4.0,10,-18.9644,6.2493,810.0,1020.0,943.78,953.78,214.711
2,C006,2.1,7,-20.4664,5.4346,810.0,1020.0,955.83,962.83,216.4197
2,C255,0.9,5,-20.6746,3.546,810.0,1020.0,965.11,970.11,218.3197
2,C025,1.8,5,-20.8624,3.7396,588.0,1108.0,970.43,975.43,218.5895
2,C046,4.4,5,-22.8381,6.3616,810.0,1020.0,979.37,984.37,221.8725
2,C124,3.0,5,-21.5218,6.3056,810.0,1020.0,985.95,990.95,223.19
2,C183,2.6,5,-20.8204,6.8045,810.0,1020.0,991.98,996.98,224.0507
2,C160,3.3,7,-18.5333,6.9495,556.0,1082.0,999.73,1006.73,226.3424
2,C151,3.0,10,-18.3912,7.0516,810.0,1020.0,1006.94,1016.94,226.5174
2,C126,4.8,5,-18.0982,8.0169,536.0,1087.0,1018.15,1023.15,227.5262
2,C140,1.4,5,0.691,2.4843,477.0,1050.0,1046.66,1051.66,247.113
2,C215,3.3,10,-19.9697,7.8367,536.0,1096.0,1077.27,1087.27,268.4557
2,C300,2.0,10,-17.6102,3.6783,599.0,1188.0,1093.01,1103.01,273.2369
2,C235,3.4,10,-20.3658,7.3608,1110.0,1290.0,1110.0,1120.0,277.8363
2,C240,3.5,5,-20.9364,9.8038,1110.0,1290.0,1123.01,1128.01,280.345
2,C279,4.8,5,-21.8914,8.9279,1110.0,1290.0,1129.57,1134.57,281.6409
2,C164,4.7,10,-21.9694,8.9342,1110.0,1290.0,1134.66,1144.66,281.7191
2,C020,2.8,5,-21.6432,7.5819,1110.0,1290.0,1146.33,1151.33,283.1102
2,C007,3.8,10,-22.7224,6.6124,1110.0,1290.0,1153.07,1163.07,284.5609
2,C292,3.3,10,-21.6074,5.2839,1110.0,1290.0,1165.15,1175.15,286.2953
2,C091,2.4,7,-21.7984,4.1429,1110.0,1290.0,1176.54,1183.54,287.4522
2,C066,3.8,5,-19.7818,3.0044,1110.0,1290.0,1186.32,1191.32,289.768
2,C018,1.6,10,-16.8537,5.2037,1110.0,1290.0,1195.71,1205.71,293.43
2,C199,1.6,10,-18.0281,5.8449,1110.0,1290.0,1207.32,1217.32,294.7681
2,C136,4.2,5,-19.6129,5.3979,1110.0,1290.0,1219.29,1224.29,296.4147
2,C165,2.4,10,-19.5368,5.4736,1110.0,1290.0,1224.42,1234.42,296.5221
2,C295,4.8,7,-20.0849,6.0208,1110.0,1290.0,1235.35,1242.35,297.2966
2,C080,1.5,10,-20.6231,4.5544,1110.0,1290.0,1244.23,1254.23,298.8586
2,C259,3.1,5,-19.9624,4.4257,1110.0,1290.0,1255.03,1260.03,299.5317
2,C123,3.3,5,-19.5009,4.7325,1110.0,1290.0,1260.7,1265.7,300.0859
2,C097,3.5,5,-18.7173,4.2192,1110.0,1290.0,1266.82,1271.82,301.0226
2,C253,1.9,7,-17.6305,3.3478,1110.0,1290.0,1273.5,1280.5,302.4157
2,C028,2.2,5,-12.5132,0.3412,1110.0,1290.0,1287.62,1292.62,308.3508
2,DEPOT_RETURN,0.0,0,0.0,0.0,,,1307.64,1307.64,320.8687
3,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
3,C021,1.2,5,-22.7947,6.5572,432.0,853.0,432.0,437.0,23.7191
3,C275,2.2,10,-22.9187,4.2326,481.0,855.0,481.0,491.0,26.047
3,C271,1.8,10,-17.6075,7.286,510.0,690.0,510.0,520.0,32.1733
3,C038,0.8,10,-17.6268,7.5652,510.0,690.0,520.34,530.34,32.4532
3,C239,4.9,10,-18.2455,8.6315,510.0,690.0,531.82,541.82,33.686
3,C070,3.4,7,-18.5686,8.1167,510.0,690.0,542.54,549.54,34.2938
3,C241,3.1,5,-19.4548,7.665,510.0,690.0,550.74,555.74,35.2885
3,C285,1.7,5,-21.2053,6.8205,510.0,690.0,558.07,563.07,37.232
3,C232,2.5,5,-21.0298,6.7473,510.0,690.0,563.3,568.3,37.4222
3,C092,3.3,7,-19.2777,7.0799,564.0,1000.0,570.44,577.44,39.2056
3,C221,4.4,10,-19.3789,5.4219,510.0,690.0,579.43,589.43,40.8667
3,C101,4.0,5,-19.0972,7.817,593.0,1150.0,593.0,598.0,43.2783
3,C010,4.3,5,-19.2508,4.5172,510.0,690.0,601.96,606.96,46.5816
3,C022,2.2,10,-19.4337,3.9906,529.0,889.0,607.63,617.63,47.1391
3,C283,2.9,5,-19.8794,2.7562,510.0,690.0,619.21,624.21,48.4515
3,C264,2.1,5,-9.5121,-12.5792,472.0,964.0,646.42,651.42,66.9625
3,C044,3.8,5,-10.2224,-14.3919,586.0,1017.0,653.76,658.76,68.9094
3,C084,2.1,7,-10.7652,-11.7913,510.0,690.0,661.95,668.95,71.566
3,C129,4.3,10,-10.7026,-9.1575,510.0,690.0,672.11,682.11,74.2005
3,C192,3.7,7,-10.5521,-8.7697,510.0,690.0,682.61,689.61,74.6165
3,C078,4.0,5,-9.6915,13.837,587.0,1119.0,716.75,721.75,97.2396
3,C296,0.9,10,20.0479,15.0227,810.0,1020.0,810.0,820.0,127.0026
3,C171,4.8,10,3.1253,14.9596,810.0,1020.0,840.31,850.31,143.9253
3,C041,3.1,5,9.7406,11.133,810.0,1020.0,859.48,864.48,151.5677
3,C034,2.4,5,8.864,11.0827,810.0,1020.0,865.53,870.53,152.4457
3,C086,2.5,10,6.8417,9.2217,810.0,1020.0,873.83,883.83,155.194
3,C242,3.8,10,-21.0002,9.8649,810.0,1020.0,917.25,927.25,183.0433
3,C223,2.5,10,-21.934,3.7904,810.0,1020.0,934.62,944.62,189.1892
3,C262,3.4,5,4.7201,14.1789,1110.0,1290.0,1110.0,1115.0,217.7962
3,C193,1.2,5,6.3179,13.0197,1110.0,1290.0,1117.37,1122.37,219.7702
3,C293,4.8,10,7.3986,13.8103,1110.0,1290.0,1123.98,1133.98,221.1092
3,C012,1.7,10,6.9917,12.9769,1110.0,1290.0,1135.09,1145.09,222.0366
3,C023,4.4,5,7.6107,11.7627,1110.0,1290.0,1146.72,1151.72,223.3995
3,C287,3.9,7,8.8322,10.4249,1110.0,1290.0,1153.9,1160.9,225.2111
3,C114,3.0,10,8.4564,10.1565,1110.0,1290.0,1161.45,1171.45,225.6729
3,C257,1.1,7,8.3143,9.7781,1110.0,1290.0,1171.94,1178.94,226.0771
3,C031,4.8,5,8.2969,9.3993,1110.0,1290.0,1179.39,1184.39,226.4563
3,C250,3.2,5,10.1979,8.3251,1110.0,1290.0,1187.01,1192.01,228.6398
3,C280,4.6,5,7.257,7.6853,1110.0,1290.0,1195.62,1200.62,231.6495
3,C009,0.8,10,6.4673,7.6493,1110.0,1290.0,1201.57,1211.57,232.44
3,C035,1.4,7,7.0543,9.7295,1110.0,1290.0,1214.17,1221.17,234.6014
3,C045,2.5,7,6.8776,10.6749,1110.0,1290.0,1222.32,1229.32,235.5632
3,C146,1.4,5,6.3281,10.6057,1110.0,1290.0,1229.99,1234.99,236.1171
3,C237,1.4,5,6.1389,10.6927,1110.0,1290.0,1235.23,1240.23,236.3253
3,C211,2.3,5,5.9452,10.5091,1110.0,1290.0,1240.56,1245.56,236.5922
3,C290,0.8,10,6.1079,9.6442,1110.0,1290.0,1246.61,1256.61,237.4723
3,C011,4.3,5,5.1425,9.0134,1110.0,1290.0,1258.0,1263.0,238.6255
3,C116,4.1,10,4.9827,9.1156,1110.0,1290.0,1263.22,1273.22,238.8152
3,C036,2.8,5,-2.5726,6.6738,1110.0,1290.0,1282.75,1287.75,246.7552
3,DEPOT_RETURN,0.0,0,0.0,0.0,,,1296.33,1296.33,253.9077
4,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
4,C256,3.0,10,-19.6673,6.2172,478.0,936.0,478.0,488.0,20.6266
4,C016,0.8,10,-4.1076,13.5831,510.0,690.0,510.0,520.0,37.8417
4,C048,1.2,7,14.4918,18.9853,510.0,690.0,543.24,550.24,57.2098
4,C227,2.3,5,-8.221,18.2292,545.0,978.0,577.51,582.51,79.9352
4,C174,2.0,10,-10.4714,-9.8279,510.0,690.0,616.29,626.29,108.0824
4,C096,2.8,10,-10.7649,-6.902,510.0,690.0,629.82,639.82,111.0229
4,C077,2.0,7,9.8316,-21.1603,510.0,690.0,669.88,676.88,136.0732
4,C230,1.2,7,10.0687,-3.6011,524.0,1059.0,697.95,704.95,153.634
4,C286,0.8,10,5.6928,9.6715,1110.0,1290.0,1110.0,1120.0,167.6093
4,C087,3.8,5,5.4253,11.888,1110.0,1290.0,1122.68,1127.68,169.8419
4,C226,1.5,5,7.0944,11.9617,1110.0,1290.0,1129.68,1134.68,171.5127
4,C043,0.7,10,9.7821,10.4698,1110.0,1290.0,1138.37,1148.37,174.5867
4,C026,4.4,7,8.9911,9.7604,1110.0,1290.0,1149.65,1156.65,175.6492
4,C155,3.3,5,8.7741,8.4242,1110.0,1290.0,1158.27,1163.27,177.0029
4,C213,1.5,7,11.4598,17.9419,1110.0,1290.0,1175.14,1182.14,186.8922
4,C076,1.6,5,17.6947,11.1087,1110.0,1290.0,1193.24,1198.24,196.1425
4,C212,4.6,10,19.6829,12.3927,1110.0,1290.0,1201.08,1211.08,198.5092
4,C133,3.7,7,13.6611,6.0373,1110.0,1290.0,1221.59,1228.59,207.2644
4,C121,0.7,7,10.3494,-1.3222,1110.0,1290.0,1238.27,1245.27,215.3347
4,C128,4.2,5,3.8276,-13.4328,1110.0,1290.0,1261.78,1266.78,229.0897
4,C281,2.9,7,3.6935,-11.4296,1110.0,1290.0,1269.19,1276.19,231.0974
4,C137,3.2,7,-1.4667,-11.4052,1110.0,1290.0,1282.38,1289.38,236.2577
4,DEPOT_RETURN,0.0,0,0.0,0.0,,,1303.18,1303.18,247.7568
5,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
5,C098,1.6,7,-18.5138,4.5809,510.0,690.0,510.0,517.0,19.0721
5,C117,2.9,7,19.9788,18.6813,510.0,690.0,566.19,573.19,60.066
5,C024,4.5,7,6.8743,10.3365,549.0,1050.0,591.84,598.84,75.6019
5,C113,1.8,7,-10.7514,-11.8057,1110.0,1290.0,1110.0,1117.0,103.9028
5,C082,3.6,10,-11.3965,-12.6068,1110.0,1290.0,1118.23,1128.23,104.9314
5,C244,2.8,10,-12.3227,-13.564,1110.0,1290.0,1129.83,1139.83,106.2633
5,C127,3.1,7,-12.9649,-12.3179,1110.0,1290.0,1141.51,1148.51,107.6652
5,C037,0.6,10,-13.3676,-11.8649,1110.0,1290.0,1149.24,1159.24,108.2713
5,C163,3.7,10,-13.448,-10.4392,1110.0,1290.0,1160.96,1170.96,109.6993
5,C153,2.5,5,-12.5216,-10.8106,1110.0,1290.0,1172.15,1177.15,110.6973
5,C104,3.3,10,-12.678,-10.4272,1110.0,1290.0,1177.65,1187.65,111.1114
5,C180,2.5,10,-12.4738,-9.5483,1110.0,1290.0,1188.73,1198.73,112.0137
5,C219,4.2,7,-12.2934,-9.6084,1110.0,1290.0,1198.96,1205.96,112.2039
5,C001,0.6,5,-11.7188,-9.1881,1110.0,1290.0,1206.82,1211.82,112.9158
5,C125,1.3,10,-10.6294,-9.4201,1110.0,1290.0,1213.15,1223.15,114.0296
5,C090,2.0,10,-10.2849,-9.5835,1110.0,1290.0,1223.61,1233.61,114.4109
5,C131,0.8,10,-9.7336,-9.0642,1110.0,1290.0,1234.52,1244.52,115.1683
5,C210,3.1,10,-10.5241,-8.9753,1110.0,1290.0,1245.47,1255.47,115.9637
5,C190,4.4,10,-10.5221,-8.6602,1110.0,1290.0,1255.85,1265.85,116.2789
5,C195,0.6,5,-12.4253,-7.884,1110.0,1290.0,1268.32,1273.32,118.3343
5,C145,2.5,7,-6.1587,2.2437,1110.0,1290.0,1287.61,1294.61,130.2439
5,DEPOT_RETURN,0.0,0,0.0,0.0,,,1302.47,1302.47,136.7986
6,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
6,C254,3.6,7,-17.8114,6.0171,439.0,832.0,439.0,446.0,18.8003
6,C004,3.9,5,-18.5445,8.8454,480.0,1260.0,480.0,485.0,21.7221
6,C248,1.1,10,-20.6396,7.7954,480.0,1260.0,487.81,497.81,24.0656
6,C282,2.0,5,-19.7915,6.8497,480.0,1260.0,499.34,504.34,25.3358
6,C093,1.9,5,-19.2006,6.6267,480.0,1260.0,505.09,510.09,25.9674
6,C172,2.6,10,-20.341,6.325,480.0,1260.0,511.51,521.51,27.1471
6,C191,4.4,7,-20.6136,4.8241,480.0,1260.0,523.34,530.34,28.6725
6,C089,3.7,7,-19.4528,3.5242,480.0,1260.0,532.43,539.43,30.4153
6,C178,2.8,10,-18.5272,-1.6931,517.0,973.0,545.79,555.79,35.714
6,C177,4.4,5,-14.5457,-6.4558,480.0,1260.0,563.24,568.24,41.9217
6,C138,1.3,5,-14.4135,-6.1525,480.0,1260.0,568.64,573.64,42.2526
6,C139,1.8,10,-14.0168,-8.8716,480.0,1260.0,576.93,586.93,45.0005
6,C208,3.6,7,-13.3957,-11.6973,480.0,1260.0,590.41,597.41,47.8936
6,C109,2.2,5,-14.5115,-18.676,480.0,1260.0,605.89,610.89,54.961
6,C157,3.2,10,-12.258,-12.5545,480.0,1260.0,618.71,628.71,61.4841
6,C188,3.1,10,-8.372,-9.6697,480.0,1260.0,634.52,644.52,66.3238
6,C103,3.5,10,-8.5472,-8.6448,480.0,1260.0,645.77,655.77,67.3636
6,C050,1.7,7,-12.3111,-7.5497,480.0,1260.0,660.47,667.47,71.2836
6,C207,0.8,7,-16.4795,4.8421,480.0,1260.0,683.16,690.16,84.3577
6,C225,2.6,10,-17.4412,6.7275,480.0,1260.0,692.7,702.7,86.4742
6,C067,3.7,5,-15.9016,6.309,480.0,1260.0,704.62,709.62,88.0697
6,C047,3.4,10,-16.7109,15.8505,480.0,1260.0,721.11,731.11,97.6454
6,C263,1.3,10,-9.6649,14.6702,480.0,1260.0,739.68,749.68,104.7896
6,C185,3.0,7,-10.6505,21.3843,480.0,1260.0,757.82,764.82,111.5756
6,C159,3.3,10,-8.0884,21.8201,480.0,1260.0,767.94,777.94,114.1745
6,C074,4.5,5,14.9908,13.1857,480.0,1260.0,807.51,812.51,138.816
6,C272,1.9,5,8.4128,8.9184,480.0,1260.0,821.92,826.92,146.6569
6,C094,3.4,7,7.7056,9.3941,480.0,1260.0,827.94,834.94,147.5092
6,C065,1.0,5,7.2276,10.9596,480.0,1260.0,836.91,841.91,149.1461
6,C181,3.2,5,6.5753,10.1821,480.0,1260.0,843.13,848.13,150.161
6,C051,5.0,10,6.5616,9.1796,480.0,1260.0,849.33,859.33,151.1636
6,C105,2.5,5,6.0722,9.0443,480.0,1260.0,859.94,864.94,151.6713
6,C027,4.6,10,4.5959,11.1034,480.0,1260.0,867.98,877.98,154.205
6,C220,4.1,7,15.3937,-9.1219,480.0,1260.0,905.49,912.49,177.1321
6,DEPOT_RETURN,0.0,0,0.0,0.0,,,933.96,933.96,195.0256
7,DEPOT,0.0,0,0.0,0.0,,,0.0,0.0,0.0
7,C029,3.2,7,17.3926,18.8101,480.0,1260.0,480.0,487.0,25.6188
7,C064,2.9,10,7.6157,13.6791,480.0,1260.0,500.25,510.25,36.6603
7,C088,4.6,10,9.3808,10.9094,480.0,1260.0,514.19,524.19,39.9446
7,C058,2.9,7,7.7505,11.0241,480.0,1260.0,526.15,533.15,41.579
7,C019,2.4,10,5.6952,10.5071,480.0,1260.0,535.7,545.7,43.6983
7,C200,0.9,10,-2.7441,10.988,480.0,1260.0,555.84,565.84,52.1513
7,C079,4.2,7,-11.5356,15.9674,480.0,1260.0,577.96,584.96,62.255
7,C196,4.0,7,-17.6701,20.9262,480.0,1260.0,594.43,601.43,70.1431
7,C298,2.1,7,-20.6379,5.3226,480.0,1260.0,620.49,627.49,86.0264
7,C118,0.9,7,-18.4058,5.4628,480.0,1260.0,630.17,637.17,88.2629
7,C149,4.2,7,-18.412,5.1033,480.0,1260.0,637.6,644.6,88.6224
7,C111,4.2,7,-15.5011,5.7665,480.0,1260.0,648.19,655.19,91.6079
7,C042,2.4,7,-16.7515,-13.7854,480.0,1260.0,678.7,685.7,111.1998
7,C277,4.6,7,-20.0011,-20.3804,480.0,1260.0,694.52,701.52,118.5519
7,C273,4.8,5,-12.2842,-19.8247,480.0,1260.0,710.8,715.8,126.2888
7,C267,3.7,10,-11.3231,-7.4274,480.0,1260.0,730.73,740.73,138.7233
7,DEPOT_RETURN,0.0,0,0.0,0.0,,,756.98,756.98,152.265
