day_of_week,cust_id,demand_kg,service_time,x_coor,y_coor,expected_day
3,C299,3.6,5.0,-15.0909,-10.4768,6
3,C195,0.6,5.0,-12.4253,-7.884,6
3,C193,1.2,5.0,6.3179,13.0197,7
3,C171,4.8,10.0,3.1253,14.9596,5
3,C127,3.1,7.0,-12.9649,-12.3179,6
4,C095,2.8,10.0,-20.8538,6.6978,5
4,C262,3.4,5.0,4.7201,14.1789,7
4,C087,3.8,5.0,5.4253,11.888,6
4,C028,2.2,5.0,-12.5132,0.3412,7
4,C212,4.6,10.0,19.6829,12.3927,7
4,C109,2.2,5.0,-14.5115,-18.676,6
4,C191,4.4,7.0,-20.6136,4.8241,6
4,C172,2.6,10.0,-20.341,6.325,6
4,C137,3.2,7.0,-1.4667,-11.4052,6
4,C012,1.7,10.0,6.9917,12.9769,7
4,C026,4.4,7.0,8.9911,9.7604,6
4,C226,1.5,5.0,7.0944,11.9617,6
4,C250,3.2,5.0,10.1979,8.3251,5
4,C197,3.4,7.0,-11.8185,-9.104,7
4,C213,1.5,7.0,11.4598,17.9419,6
4,C293,4.8,10.0,7.3986,13.8103,7
4,C163,3.7,10.0,-13.448,-10.4392,5
4,C076,1.6,5.0,17.6947,11.1087,5
4,C093,1.9,5.0,-19.2006,6.6267,6
4,C219,4.2,7.0,-12.2934,-9.6084,7
4,C121,0.7,7.0,10.3494,-1.3222,6
4,C133,3.7,7.0,13.6611,6.0373,7
4,C067,3.7,5.0,-15.9016,6.309,6
4,C248,1.1,10.0,-20.6396,7.7954,6
4,C111,4.2,7.0,-15.5011,5.7665,7
4,C196,4.0,7.0,-17.6701,20.9262,7
4,C287,3.9,7.0,8.8322,10.4249,5
4,C207,0.8,7.0,-16.4795,4.8421,6
4,C298,2.1,7.0,-20.6379,5.3226,7
4,C157,3.2,10.0,-12.258,-12.5545,6
4,C083,1.3,7.0,19.5498,-17.1281,5
4,C104,3.3,10.0,-12.678,-10.4272,7
4,C220,4.1,7.0,15.3937,-9.1219,6
4,C193,1.2,5.0,6.3179,13.0197,7
5,C181,3.2,5.0,6.5753,10.1821,6
5,C145,2.5,7.0,-6.1587,2.2437,6
5,C209,4.3,5.0,-10.2695,-8.0837,6
5,C200,0.9,10.0,-2.7441,10.988,7
5,C261,3.1,7.0,-13.2561,-8.8292,7
5,C172,2.6,10.0,-20.341,6.325,6
5,C137,3.2,7.0,-1.4667,-11.4052,6
5,C153,2.5,5.0,-12.5216,-10.8106,6
5,C012,1.7,10.0,6.9917,12.9769,7
5,C226,1.5,5.0,7.0944,11.9617,6
5,C159,3.3,10.0,-8.0884,21.8201,6
5,C213,1.5,7.0,11.4598,17.9419,6
5,C042,2.4,7.0,-16.7515,-13.7854,7
5,C293,4.8,10.0,7.3986,13.8103,7
5,C282,2.0,5.0,-19.7915,6.8497,6
5,C047,3.4,10.0,-16.7109,15.8505,6
5,C082,3.6,10.0,-11.3965,-12.6068,7
5,C244,2.8,10.0,-12.3227,-13.564,7
5,C219,4.2,7.0,-12.2934,-9.6084,7
5,C105,2.5,5.0,6.0722,9.0443,6
5,C094,3.4,7.0,7.7056,9.3941,6
5,C196,4.0,7.0,-17.6701,20.9262,7
5,C037,0.6,10.0,-13.3676,-11.8649,6
5,C207,0.8,7.0,-16.4795,4.8421,6
5,C272,1.9,5.0,8.4128,8.9184,6
5,C104,3.3,10.0,-12.678,-10.4272,7
5,C195,0.6,5.0,-12.4253,-7.884,6
5,C220,4.1,7.0,15.3937,-9.1219,6
5,C193,1.2,5.0,6.3179,13.0197,7
5,C127,3.1,7.0,-12.9649,-12.3179,6
